time,open,high,low,close
2024-01-04T11:15:00,156.36328,156.4158,156.31397,156.38284
2024-01-04T11:30:00,156.3671,156.4204,156.3329,156.3984
2024-01-04T11:45:00,156.39533,156.45942,156.3582,156.44004
2024-01-04T12:00:00,156.43819,156.5384,156.39404,156.53077
2024-01-04T12:15:00,156.55983,156.61524,156.52602,156.56009
2024-01-04T12:30:00,156.56174,156.67769,156.46371,156.63516
2024-01-04T12:45:00,156.61347,156.64347,156.53653,156.63
2024-01-04T13:00:00,156.63328,156.64559,156.53177,156.62865
2024-01-04T13:15:00,156.61575,156.70733,156.58302,156.69555
2024-01-04T13:30:00,156.6744,156.72689,156.56083,156.5977
2024-01-04T13:45:00,156.59477,156.63672,156.59157,156.59397
2024-01-04T14:00:00,156.59409,156.62238,156.47475,156.5301
2024-01-04T14:15:00,156.50179,156.61349,156.40109,156.53914
2024-01-04T14:30:00,156.55662,156.57314,156.5222,156.56446
2024-01-04T14:45:00,156.57623,156.59288,156.49156,156.53702
2024-01-04T15:00:00,156.50733,156.51684,156.47662,156.5102
2024-01-04T15:15:00,156.51313,156.6004,156.4498,156.46654
2024-01-04T15:30:00,156.45383,156.48997,156.4481,156.46567
2024-01-04T15:45:00,156.48331,156.53816,156.47001,156.5317
2024-01-04T16:00:00,156.5375,156.53947,156.47566,156.4911
2024-01-04T16:15:00,156.46971,156.52122,156.39593,156.42607
2024-01-04T16:30:00,156.42107,156.50079,156.41079,156.49851
2024-01-04T16:45:00,156.47257,156.5357,156.41169,156.53425
2024-01-04T17:00:00,156.5375,156.58436,156.48108,156.54673
2024-01-04T17:15:00,156.57559,156.60603,156.57364,156.59918
2024-01-04T17:30:00,156.58987,156.67782,156.51448,156.6405
2024-01-04T17:45:00,156.65461,156.69451,156.64929,156.67398
2024-01-04T18:00:00,156.69279,156.7138,156.5993,156.6525
2024-01-04T18:15:00,156.66422,156.74003,156.56684,156.57777
2024-01-04T18:30:00,156.59434,156.64926,156.55913,156.56308
2024-01-04T18:45:00,156.54505,156.55007,156.43304,156.49336
2024-01-04T19:00:00,156.52271,156.58787,156.49231,156.56429
2024-01-04T19:15:00,156.54576,156.5886,156.45206,156.57027
2024-01-04T19:30:00,156.56019,156.57513,156.51603,156.56859
2024-01-04T19:45:00,156.58319,156.69055,156.5368,156.68651
2024-01-04T20:00:00,156.68628,156.74598,156.57536,156.66396
2024-01-04T20:15:00,156.68203,156.76928,156.67256,156.73083
2024-01-04T20:30:00,156.75017,156.81563,156.71163,156.71995
2024-01-04T20:45:00,156.72961,156.76639,156.65729,156.70378
2024-01-04T21:00:00,156.71517,156.75735,156.71008,156.75121
2024-01-04T21:15:00,156.74236,156.86214,156.70942,156.85909
2024-01-04T21:30:00,156.88596,156.89497,156.80946,156.84053
2024-01-04T21:45:00,156.85859,156.94012,156.74426,156.77222
2024-01-04T22:00:00,156.77868,156.87244,156.7745,156.78109
2024-01-04T22:15:00,156.7978,156.84176,156.75186,156.80285
2024-01-04T22:30:00,156.80916,156.89065,156.6953,156.76797
2024-01-04T22:45:00,156.78376,156.85263,156.72022,156.77292
2024-01-04T23:00:00,156.7819,156.81185,156.76828,156.80033
2024-01-04T23:15:00,156.80028,156.84671,156.73288,156.76268
2024-01-04T23:30:00,156.74829,156.80185,156.62873,156.67817
2024-01-04T23:45:00,156.70316,156.7621,156.68844,156.75126
2024-01-05T00:00:00,156.74838,156.85622,156.69497,156.70913
2024-01-05T00:15:00,156.72004,156.8215,156.68169,156.73026
2024-01-05T00:30:00,156.70416,156.76922,156.5972,156.74365
2024-01-05T00:45:00,156.75636,156.86764,156.67984,156.8289
2024-01-05T01:00:00,156.82942,156.84399,156.8053,156.81068
2024-01-05T01:15:00,156.8281,156.83125,156.76162,156.78731
2024-01-05T01:30:00,156.80553,156.87172,156.73209,156.74413
2024-01-05T01:45:00,156.73269,156.85264,156.64642,156.75483
2024-01-05T02:00:00,156.77098,156.86978,156.76213,156.86681
2024-01-05T02:15:00,156.87535,156.92934,156.79373,156.84045
2024-01-05T02:30:00,156.86313,156.95676,156.78636,156.81736
2024-01-05T02:45:00,156.84534,156.89725,156.73605,156.74499
2024-01-05T03:00:00,156.72244,156.7408,156.70268,156.71498
2024-01-05T03:15:00,156.72754,156.76906,156.61463,156.75283
2024-01-05T03:30:00,156.77359,156.80366,156.69738,156.75593
2024-01-05T03:45:00,156.73344,156.76977,156.66942,156.71986
