time,open,high,low,close
2024-01-01T00:00:00,155.0,155.07673,154.997,155.01893
2024-01-01T00:15:00,155.00232,155.0907,154.92112,155.07241
2024-01-01T00:30:00,155.04763,155.09826,155.04405,155.0559
2024-01-01T00:45:00,155.05623,155.05941,155.03237,155.04994
2024-01-01T01:00:00,155.05264,155.07909,154.98193,155.06057
2024-01-01T01:15:00,155.03096,155.12766,154.94719,155.00859
2024-01-01T01:30:00,154.98792,155.10279,154.94753,154.96193
2024-01-01T01:45:00,154.93773,155.03943,154.86529,155.00585
2024-01-01T02:00:00,155.01963,155.08398,154.90286,154.97142
2024-01-01T02:15:00,154.97454,155.07407,154.90032,155.05004
2024-01-01T02:30:00,155.05468,155.13923,155.04918,155.0697
2024-01-01T02:45:00,155.05707,155.06664,155.02913,155.03292
2024-01-01T03:00:00,155.0196,155.09588,154.97582,155.02026
2024-01-01T03:15:00,155.00283,155.03487,154.89043,154.98403
2024-01-01T03:30:00,154.99058,155.01112,154.90309,154.92074
2024-01-01T03:45:00,154.91351,155.03225,154.83671,154.94561
2024-01-01T04:00:00,154.95669,155.05783,154.86357,154.90807
2024-01-01T04:15:00,154.87999,154.91785,154.84786,154.86263
2024-01-01T04:30:00,154.8892,154.99437,154.85144,154.94512
2024-01-01T04:45:00,154.93886,155.0486,154.8838,154.92745
2024-01-01T05:00:00,154.91225,154.97961,154.88072,154.93853
2024-01-01T05:15:00,154.9624,155.01033,154.93608,155.01015
2024-01-01T05:30:00,155.01072,155.02163,155.00506,155.00688
2024-01-01T05:45:00,155.01453,155.10958,154.96387,154.97312
2024-01-01T06:00:00,154.96602,155.08556,154.90253,155.08026
2024-01-01T06:15:00,155.10191,155.10329,155.01542,155.07532
2024-01-01T06:30:00,155.07754,155.10956,155.00062,155.01277
2024-01-01T06:45:00,155.00886,155.06331,154.8944,155.04234
2024-01-01T07:00:00,155.02814,155.08821,155.0067,155.08109
2024-01-01T07:15:00,155.10332,155.13913,155.02665,155.09515
2024-01-01T07:30:00,155.07432,155.16582,155.00959,155.13124
2024-01-01T07:45:00,155.13306,155.13313,155.09416,155.09492
2024-01-01T08:00:00,155.12066,155.22611,155.02086,155.08398
2024-01-01T08:15:00,155.05746,155.16282,154.94382,154.96258
2024-01-01T08:30:00,154.96174,154.97004,154.87047,154.94673
2024-01-01T08:45:00,154.92443,154.98146,154.85845,154.89106
2024-01-01T09:00:00,154.9134,154.96418,154.88799,154.92908
2024-01-01T09:15:00,154.94287,154.96701,154.90547,154.96671
2024-01-01T09:30:00,154.97571,155.02828,154.9136,154.92747
2024-01-01T09:45:00,154.91096,154.95153,154.84036,154.86594
2024-01-01T10:00:00,154.84915,154.85767,154.77342,154.79271
2024-01-01T10:15:00,154.81704,154.92019,154.80853,154.83511
2024-01-01T10:30:00,154.84525,154.87095,154.82937,154.86827
2024-01-01T10:45:00,154.87254,154.92926,154.77838,154.90021
2024-01-01T11:00:00,154.88164,154.89327,154.82991,154.85675
2024-01-01T11:15:00,154.85477,154.94226,154.77397,154.93959
2024-01-01T11:30:00,154.9155,154.96381,154.87478,154.9515
2024-01-01T11:45:00,154.93642,154.95924,154.88258,154.91492
2024-01-01T12:00:00,154.90164,154.93161,154.79085,154.85322
2024-01-01T12:15:00,154.87491,154.94094,154.86883,154.94089
2024-01-01T12:30:00,154.96105,155.07733,154.84989,155.04292
2024-01-01T12:45:00,155.0229,155.08118,154.99725,155.03091
2024-01-01T13:00:00,155.00443,155.0499,154.88619,154.92961
2024-01-01T13:15:00,154.94665,155.00125,154.89589,154.99675
2024-01-01T13:30:00,155.02648,155.09317,154.94027,154.96394
2024-01-01T13:45:00,154.95174,155.06799,154.88224,154.98295
2024-01-01T14:00:00,154.99783,155.00469,154.92773,154.96643
2024-01-01T14:15:00,154.98759,155.00648,154.8723,154.88305
2024-01-01T14:30:00,154.8642,154.9356,154.78317,154.81902
2024-01-01T14:45:00,154.79622,154.90305,154.76667,154.84775
2024-01-01T15:00:00,154.85491,154.90522,154.78487,154.84779
2024-01-01T15:15:00,154.87387,154.89838,154.78793,154.81429
2024-01-01T15:30:00,154.80804,154.88864,154.77204,154.80891
2024-01-01T15:45:00,154.82402,154.83272,154.76902,154.83263
2024-01-01T16:00:00,154.86239,154.87118,154.83681,154.84593
2024-01-01T16:15:00,154.87192,154.97763,154.76641,154.84446
2024-01-01T16:30:00,154.82393,154.92398,154.7395,154.85234
2024-01-01T16:45:00,154.88157,154.96005,154.88064,154.94553
2024-01-01T17:00:00,154.93349,155.0131,154.82082,154.84664
2024-01-01T17:15:00,154.82356,154.83641,154.75718,154.77876
2024-01-01T17:30:00,154.78505,154.87116,154.76061,154.83073
2024-01-01T17:45:00,154.81657,154.87519,154.70792,154.84945
2024-01-01T18:00:00,154.82499,154.87581,154.79178,154.79208
2024-01-01T18:15:00,154.80835,154.8848,154.77691,154.85688
2024-01-01T18:30:00,154.85999,154.91131,154.85882,154.86277
2024-01-01T18:45:00,154.88576,154.99423,154.82029,154.96546
2024-01-01T19:00:00,154.97041,154.98818,154.95512,154.96531
2024-01-01T19:15:00,154.98925,155.08478,154.88596,155.06469
2024-01-01T19:30:00,155.04729,155.07724,155.03496,155.06794
2024-01-01T19:45:00,155.09099,155.13975,155.01651,155.03556
2024-01-01T20:00:00,155.06135,155.1651,154.9442,155.1233
2024-01-01T20:15:00,155.14619,155.14916,155.0578,155.08815
2024-01-01T20:30:00,155.114,155.21027,155.01031,155.17242
2024-01-01T20:45:00,155.15843,155.25292,155.14546,155.23918
2024-01-01T21:00:00,155.2607,155.28739,155.16271,155.2201
2024-01-01T21:15:00,155.20841,155.30385,155.1811,155.184
2024-01-01T21:30:00,155.16559,155.20498,155.06187,155.20024
2024-01-01T21:45:00,155.18699,155.26397,155.13903,155.26161
2024-01-01T22:00:00,155.26379,155.37649,155.24995,155.37275
2024-01-01T22:15:00,155.35346,155.46897,155.32161,155.33758
2024-01-01T22:30:00,155.33365,155.42108,155.29601,155.37183
2024-01-01T22:45:00,155.37252,155.41874,155.30332,155.33272
2024-01-01T23:00:00,155.34525,155.34545,155.23418,155.2941
2024-01-01T23:15:00,155.30726,155.3963,155.22679,155.28853
2024-01-01T23:30:00,155.26272,155.34243,155.2231,155.26056
2024-01-01T23:45:00,155.28144,155.36781,155.2454,155.28326
2024-01-02T00:00:00,155.27777,155.32605,155.24229,155.25295
2024-01-02T00:15:00,155.24818,155.36102,155.1669,155.34215
2024-01-02T00:30:00,155.34908,155.3852,155.28333,155.28337
2024-01-02T00:45:00,155.27059,155.32217,155.20099,155.28033
