time,open,high,low,close
2024-01-04T03:00:00,156.50416,156.6055,156.47496,156.55183
2024-01-04T03:15:00,156.55327,156.60076,156.51604,156.5448
2024-01-04T03:30:00,156.53479,156.55496,156.47353,156.48281
2024-01-04T03:45:00,156.48341,156.59212,156.44148,156.55105
2024-01-04T04:00:00,156.57019,156.668,156.54184,156.56031
2024-01-04T04:15:00,156.54215,156.61444,156.45092,156.55811
2024-01-04T04:30:00,156.53874,156.63148,156.47944,156.59415
2024-01-04T04:45:00,156.60974,156.66361,156.49884,156.59185
2024-01-04T05:00:00,156.59997,156.67491,156.49626,156.60831
2024-01-04T05:15:00,156.58737,156.59556,156.5343,156.55286
2024-01-04T05:30:00,156.53934,156.54608,156.47846,156.49945
2024-01-04T05:45:00,156.49656,156.50339,156.39676,156.40494
2024-01-04T06:00:00,156.42679,156.52943,156.35299,156.44246
2024-01-04T06:15:00,156.44022,156.50674,156.3452,156.48992
2024-01-04T06:30:00,156.4869,156.58408,156.40868,156.46508
2024-01-04T06:45:00,156.46362,156.48172,156.45619,156.45883
2024-01-04T07:00:00,156.48278,156.52399,156.39706,156.46111
2024-01-04T07:15:00,156.44146,156.47119,156.38893,156.42507
2024-01-04T07:30:00,156.42644,156.44549,156.3817,156.39974
2024-01-04T07:45:00,156.39427,156.43487,156.32252,156.41119
2024-01-04T08:00:00,156.42003,156.42794,156.40869,156.42175
2024-01-04T08:15:00,156.4088,156.49565,156.33001,156.48013
2024-01-04T08:30:00,156.50253,156.54253,156.4326,156.44815
2024-01-04T08:45:00,156.43914,156.55526,156.35532,156.43369
2024-01-04T09:00:00,156.43939,156.55195,156.40224,156.45863
2024-01-04T09:15:00,156.47613,156.57372,156.39572,156.54327
2024-01-04T09:30:00,156.5576,156.63985,156.49443,156.58837
2024-01-04T09:45:00,156.58378,156.6272,156.54027,156.55594
2024-01-04T10:00:00,156.53879,156.65251,156.48044,156.51942
2024-01-04T10:15:00,156.49767,156.50693,156.39634,156.40753
2024-01-04T10:30:00,156.42378,156.52399,156.31774,156.32552
2024-01-04T10:45:00,156.31573,156.40769,156.3,156.34057
2024-01-04T11:00:00,156.3203,156.42006,156.22777,156.38335
2024-01-04T11:15:00,156.36328,156.4158,156.31397,156.38284
2024-01-04T11:30:00,156.3671,156.4204,156.3329,156.3984
2024-01-04T11:45:00,156.39533,156.45942,156.3582,156.44004
2024-01-04T12:00:00,156.43819,156.5384,156.39404,156.53077
2024-01-04T12:15:00,156.55983,156.61524,156.52602,156.56009
2024-01-04T12:30:00,156.56174,156.67769,156.46371,156.63516
2024-01-04T12:45:00,156.61347,156.64347,156.53653,156.63
2024-01-04T13:00:00,156.63328,156.64559,156.53177,156.62865
2024-01-04T13:15:00,156.61575,156.70733,156.58302,156.69555
2024-01-04T13:30:00,156.6744,156.72689,156.56083,156.5977
2024-01-04T13:45:00,156.59477,156.63672,156.59157,156.59397
2024-01-04T14:00:00,156.59409,156.62238,156.47475,156.5301
2024-01-04T14:15:00,156.50179,156.61349,156.40109,156.53914
2024-01-04T14:30:00,156.55662,156.57314,156.5222,156.56446
2024-01-04T14:45:00,156.57623,156.59288,156.49156,156.53702
2024-01-04T15:00:00,156.50733,156.51684,156.47662,156.5102
2024-01-04T15:15:00,156.51313,156.6004,156.4498,156.46654
2024-01-04T15:30:00,156.45383,156.48997,156.4481,156.46567
2024-01-04T15:45:00,156.48331,156.53816,156.47001,156.5317
2024-01-04T16:00:00,156.5375,156.53947,156.47566,156.4911
2024-01-04T16:15:00,156.46971,156.52122,156.39593,156.42607
2024-01-04T16:30:00,156.42107,156.50079,156.41079,156.49851
2024-01-04T16:45:00,156.47257,156.5357,156.41169,156.53425
2024-01-04T17:00:00,156.5375,156.58436,156.48108,156.54673
2024-01-04T17:15:00,156.57559,156.60603,156.57364,156.59918
2024-01-04T17:30:00,156.58987,156.67782,156.51448,156.6405
2024-01-04T17:45:00,156.65461,156.69451,156.64929,156.67398
2024-01-04T18:00:00,156.69279,156.7138,156.5993,156.6525
2024-01-04T18:15:00,156.66422,156.74003,156.56684,156.57777
2024-01-04T18:30:00,156.59434,156.64926,156.55913,156.56308
2024-01-04T18:45:00,156.54505,156.55007,156.43304,156.49336
2024-01-04T19:00:00,156.52271,156.58787,156.49231,156.56429
