time,open,high,low,close
2024-01-03T02:00:00,155.53143,155.56537,155.4956,155.53655
2024-01-03T02:15:00,155.56649,155.62524,155.54865,155.5899
2024-01-03T02:30:00,155.58061,155.64684,155.5154,155.57525
2024-01-03T02:45:00,155.56456,155.58719,155.48086,155.54166
2024-01-03T03:00:00,155.52567,155.61874,155.52044,155.59364
2024-01-03T03:15:00,155.60596,155.70333,155.55963,155.655
2024-01-03T03:30:00,155.67424,155.79194,155.6148,155.62136
2024-01-03T03:45:00,155.6215,155.69232,155.51714,155.67028
2024-01-03T04:00:00,155.6667,155.72981,155.61187,155.69708
2024-01-03T04:15:00,155.69168,155.77025,155.67315,155.71874
2024-01-03T04:30:00,155.74689,155.78752,155.66377,155.74418
2024-01-03T04:45:00,155.76529,155.86757,155.66217,155.74022
2024-01-03T05:00:00,155.72922,155.81547,155.6381,155.79283
2024-01-03T05:15:00,155.76499,155.7732,155.68925,155.76656
2024-01-03T05:30:00,155.79641,155.88602,155.74433,155.75828
2024-01-03T05:45:00,155.7663,155.87101,155.71306,155.82268
2024-01-03T06:00:00,155.84688,155.8524,155.75135,155.78099
2024-01-03T06:15:00,155.77348,155.79095,155.70974,155.7557
2024-01-03T06:30:00,155.77325,155.79365,155.76378,155.78979
2024-01-03T06:45:00,155.79698,155.82588,155.68744,155.70725
2024-01-03T07:00:00,155.70492,155.7354,155.67428,155.67485
2024-01-03T07:15:00,155.69313,155.80128,155.61182,155.64175
2024-01-03T07:30:00,155.63825,155.67972,155.56774,155.63929
2024-01-03T07:45:00,155.63475,155.66476,155.53331,155.5595
2024-01-03T08:00:00,155.55258,155.61056,155.52411,155.57356
2024-01-03T08:15:00,155.57805,155.69717,155.54262,155.69376
2024-01-03T08:30:00,155.70325,155.73619,155.63534,155.70451
2024-01-03T08:45:00,155.71919,155.72507,155.64642,155.68549
2024-01-03T09:00:00,155.70974,155.74408,155.61387,155.69292
2024-01-03T09:15:00,155.68406,155.76045,155.60955,155.71182
2024-01-03T09:30:00,155.72508,155.80418,155.62448,155.73738
2024-01-03T09:45:00,155.76158,155.83914,155.72451,155.77504
2024-01-03T10:00:00,155.77982,155.8677,155.769,155.79813
2024-01-03T10:15:00,155.81298,155.83405,155.79712,155.81704
2024-01-03T10:30:00,155.84533,155.90903,155.73571,155.87965
2024-01-03T10:45:00,155.86507,155.96403,155.80725,155.93369
2024-01-03T11:00:00,155.94848,155.98913,155.93466,155.98711
2024-01-03T11:15:00,155.96555,156.08153,155.86234,156.02108
2024-01-03T11:30:00,156.04988,156.16595,155.95333,156.0311
2024-01-03T11:45:00,156.04854,156.05021,155.98415,156.0142
2024-01-03T12:00:00,156.02457,156.10525,155.95442,156.07846
2024-01-03T12:15:00,156.10488,156.11788,156.07682,156.07785
2024-01-03T12:30:00,156.1009,156.16827,155.99107,156.0303
2024-01-03T12:45:00,156.00409,156.10295,155.89497,155.95782
2024-01-03T13:00:00,155.95232,155.96909,155.83876,155.87843
2024-01-03T13:15:00,155.87799,155.88965,155.77152,155.78754
2024-01-03T13:30:00,155.78476,155.86522,155.69559,155.85606
2024-01-03T13:45:00,155.8512,155.94028,155.83266,155.87731
2024-01-03T14:00:00,155.85325,155.91197,155.80428,155.90675
2024-01-03T14:15:00,155.87871,155.92318,155.82551,155.91835
2024-01-03T14:30:00,155.93967,155.9516,155.85739,155.90868
2024-01-03T14:45:00,155.93735,155.9804,155.88958,155.90682
2024-01-03T15:00:00,155.88415,155.98591,155.82958,155.93319
2024-01-03T15:15:00,155.94169,156.01335,155.93913,155.99753
2024-01-03T15:30:00,155.98214,155.99725,155.91439,155.92008
2024-01-03T15:45:00,155.93598,155.96084,155.91007,155.95423
2024-01-03T16:00:00,155.94394,155.96165,155.83588,155.83623
2024-01-03T16:15:00,155.85774,155.8751,155.84214,155.8504
2024-01-03T16:30:00,155.83087,155.9102,155.82778,155.829
2024-01-03T16:45:00,155.8464,155.87495,155.80755,155.81929
2024-01-03T17:00:00,155.79244,155.88144,155.72931,155.84275
2024-01-03T17:15:00,155.84133,155.93469,155.77974,155.79663
2024-01-03T17:30:00,155.79686,155.91031,155.79166,155.88459
2024-01-03T17:45:00,155.90661,155.96919,155.85165,155.96496
2024-01-03T18:00:00,155.93861,155.99609,155.89041,155.96292
2024-01-03T18:15:00,155.96233,156.0715,155.95351,155.96304
2024-01-03T18:30:00,155.96954,155.97742,155.93654,155.96242
2024-01-03T18:45:00,155.96532,156.00435,155.84597,155.93
2024-01-03T19:00:00,155.92722,155.99987,155.91532,155.97466
2024-01-03T19:15:00,155.99582,156.07393,155.90355,156.02637
2024-01-03T19:30:00,156.00927,156.06346,155.98185,156.00951
2024-01-03T19:45:00,156.00672,156.05664,155.99531,156.02148
2024-01-03T20:00:00,156.03139,156.0763,156.01307,156.07144
2024-01-03T20:15:00,156.04546,156.14528,156.03428,156.04499
2024-01-03T20:30:00,156.05932,156.15673,155.99256,156.08884
2024-01-03T20:45:00,156.09254,156.13209,156.07787,156.09704
2024-01-03T21:00:00,156.10696,156.197,156.00279,156.14283
2024-01-03T21:15:00,156.17093,156.24298,156.12873,156.19476
2024-01-03T21:30:00,156.17752,156.25633,156.15061,156.16205
2024-01-03T21:45:00,156.18278,156.22688,156.09126,156.16912
2024-01-03T22:00:00,156.18756,156.28897,156.07061,156.24933
2024-01-03T22:15:00,156.25614,156.33326,156.25299,156.32757
2024-01-03T22:30:00,156.34734,156.37943,156.32569,156.36345
2024-01-03T22:45:00,156.35199,156.39277,156.35126,156.38737
2024-01-03T23:00:00,156.39135,156.43944,156.37432,156.41556
2024-01-03T23:15:00,156.3874,156.47693,156.36158,156.41001
2024-01-03T23:30:00,156.40046,156.44487,156.31387,156.41563
2024-01-03T23:45:00,156.41969,156.42988,156.41338,156.41597
2024-01-04T00:00:00,156.42304,156.50392,156.39039,156.46554
2024-01-04T00:15:00,156.46468,156.51773,156.4319,156.49669
2024-01-04T00:30:00,156.47352,156.52511,156.43953,156.4976
2024-01-04T00:45:00,156.4968,156.57685,156.49135,156.52514
2024-01-04T01:00:00,156.5311,156.53202,156.49493,156.50277
2024-01-04T01:15:00,156.481,156.51166,156.44163,156.44217
2024-01-04T01:30:00,156.45699,156.47807,156.41136,156.4583
2024-01-04T01:45:00,156.45832,156.55832,156.36158,156.37576
2024-01-04T02:00:00,156.39746,156.40254,156.39521,156.40196
2024-01-04T02:15:00,156.42369,156.49278,156.35488,156.45272
2024-01-04T02:30:00,156.44778,156.4616,156.44528,156.45058
2024-01-04T02:45:00,156.46866,156.54283,156.36882,156.52887
